latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp
14.737,-91.564,305.8,2.3,1.5,2013-01-01,0722,Aqua,MODIS,61,6.1,286.4,34.5
13.87,-90.101,300.6,1.8,1.3,2013-01-01,0723,Aqua,MODIS,24,6.1,290,5.6
13.978,-91.278,326.8,1,1,2013-01-01,1647,Terra,MODIS,78,6.1,300.2,17.1
13.979,-91.287,348.2,1,1,2013-01-01,1647,Terra,MODIS,94,6.1,300.7,53.3
14.046,-91.184,315.4,1,1,2013-01-01,1647,Terra,MODIS,44,6.1,292.5,7.9
14.391,-91.448,316.1,1,1,2013-01-01,1647,Terra,MODIS,64,6.1,296.8,7.6
14.742,-91.571,314.6,1,1,2013-01-01,1647,Terra,MODIS,25,6.1,290.1,9.6
13.99,-90.452,321.9,1.1,1,2013-01-01,1647,Terra,MODIS,41,6.1,306.2,7.9
14.235,-91.151,320.3,1,1,2013-01-01,1647,Terra,MODIS,63,6.1,299.1,10.3
14.39,-91.439,315.1,1,1,2013-01-01,1647,Terra,MODIS,62,6.1,297.5,7
14.121,-90.95,316.1,1.1,1,2013-01-01,1647,Terra,MODIS,29,6.1,293.8,6.1
14.232,-91.191,342.3,1,1,2013-01-01,1647,Terra,MODIS,91,6.1,299.4,42.5
14.23,-91.181,326.5,1,1,2013-01-01,1647,Terra,MODIS,78,6.1,300.5,18.2
13.969,-91.279,328.4,1,1,2013-01-01,1647,Terra,MODIS,79,6.1,299.4,19.6
13.97,-91.289,342.7,1,1,2013-01-01,1647,Terra,MODIS,91,6.1,299.9,43.1
13.986,-91.112,322.3,1.7,1.3,2013-01-01,1952,Aqua,MODIS,74,6.1,295.8,28.8
14.049,-91.074,329.3,1,1,2013-01-03,0421,Terra,MODIS,100,6.1,293.1,28.5
14.051,-91.065,349.4,1,1,2013-01-03,0421,Terra,MODIS,100,6.1,294.1,63.1
15.742,-91.652,305.1,1,1,2013-01-03,0422,Terra,MODIS,63,6.1,287.1,8.7
13.986,-90.849,324.8,1.1,1,2013-01-03,1635,Terra,MODIS,69,6.1,305.8,12.3
14.019,-91.014,317,1.1,1,2013-01-03,1635,Terra,MODIS,51,6.1,303.2,8.9
14.487,-91.556,315.9,1.1,1.1,2013-01-03,1635,Terra,MODIS,65,6.1,302.9,8.4
13.994,-90.71,329,1,1,2013-01-03,1635,Terra,MODIS,80,6.1,304.3,20
14.19,-90.741,318.7,1.1,1,2013-01-03,1635,Terra,MODIS,45,6.1,303.7,6.8
14.184,-90.748,329.8,1.1,1,2013-01-03,1635,Terra,MODIS,81,6.1,304.7,20.2
14.457,-91.513,314.4,1.1,1.1,2013-01-03,1635,Terra,MODIS,52,6.1,300.9,6.6
14.001,-90.703,314.2,1,1,2013-01-03,1635,Terra,MODIS,44,6.1,301.1,5.7
14.079,-90.989,318.4,1.1,1,2013-01-03,1635,Terra,MODIS,62,6.1,301.8,9.5
14.182,-90.739,324.5,1.1,1,2013-01-03,1635,Terra,MODIS,75,6.1,303.9,13.9
14.08,-90.999,319.1,1.1,1,2013-01-03,1635,Terra,MODIS,55,6.1,300.7,9.7
14.211,-91.003,323.4,1.1,1,2013-01-03,1635,Terra,MODIS,73,6.1,301.1,15.1
13.981,-91.331,328.5,1.1,1,2013-01-03,1635,Terra,MODIS,75,6.1,302.1,22.4
14.136,-90.934,320.8,1.1,1.1,2013-01-03,1939,Aqua,MODIS,50,6.1,305.3,9.2
13.956,-90.442,332.4,1.2,1.1,2013-01-03,1939,Aqua,MODIS,82,6.1,306.7,24
13.85,-90.239,346.3,1.2,1.1,2013-01-03,1939,Aqua,MODIS,93,6.1,305.8,61.7
14.137,-90.924,318.7,1.1,1.1,2013-01-03,1939,Aqua,MODIS,51,6.1,303.9,7.4
14.235,-90.331,321.7,1.2,1.1,2013-01-03,1939,Aqua,MODIS,71,6.1,302.3,12.8
14.272,-91.109,317.9,1.1,1.1,2013-01-03,1939,Aqua,MODIS,56,6.1,302.4,8.4
14.186,-91.107,318.2,1.1,1.1,2013-01-03,1939,Aqua,MODIS,50,6.1,303.1,6.5
14.191,-90.737,322,1.2,1.1,2013-01-03,1939,Aqua,MODIS,70,6.1,303,11.6
14.19,-90.748,336.1,1.2,1.1,2013-01-03,1939,Aqua,MODIS,86,6.1,304.3,33.9
14.491,-91.449,326.5,1.1,1,2013-01-03,1940,Aqua,MODIS,76,6.1,309.4,17.5
14.579,-92.149,318.8,1,1,2013-01-03,1940,Aqua,MODIS,70,6.1,301.7,9.7
17.658,-90.807,311.8,1.3,1.1,2013-01-03,1940,Aqua,MODIS,54,6.1,296.2,8.3
14.734,-91.565,308,1,1,2013-01-04,0753,Aqua,MODIS,72,6.1,290.3,11
14.05,-90.735,312,1.4,1.2,2013-01-05,0409,Terra,MODIS,84,6.1,293,16.8
14.737,-91.569,314.7,1.6,1.2,2013-01-05,0409,Terra,MODIS,90,6.1,288.1,28.6
14.738,-91.576,311.3,1.6,1.2,2013-01-05,0409,Terra,MODIS,82,6.1,286.7,24.3
14.379,-91.835,327.7,1.9,1.3,2013-01-05,1623,Terra,MODIS,79,6.1,300,41.9
14.736,-91.573,327.5,1.8,1.3,2013-01-05,1623,Terra,MODIS,71,6.1,300.5,53.2
14.742,-91.562,321.8,1.8,1.3,2013-01-05,1623,Terra,MODIS,69,6.1,298,40.2
14.063,-90.786,337,1.6,1.2,2013-01-05,1623,Terra,MODIS,87,6.1,300.8,56.5
14.052,-90.787,321.1,1.6,1.2,2013-01-05,1623,Terra,MODIS,65,6.1,299.9,18.6
13.964,-91.181,317.6,1.7,1.3,2013-01-05,1623,Terra,MODIS,26,6.1,300.7,13.7
14.718,-90.402,318.3,1,1,2013-01-05,1927,Aqua,MODIS,67,6.1,300.1,10.5
14.499,-91.455,318.7,1,1,2013-01-05,1927,Aqua,MODIS,12,6.1,303.7,8.1
14.533,-90.017,312.4,1,1,2013-01-05,1927,Aqua,MODIS,39,6.1,298,6.2
14.534,-90.008,322.5,1,1,2013-01-05,1927,Aqua,MODIS,75,6.1,300.2,14.2
14.021,-91.015,323.9,1,1,2013-01-05,1927,Aqua,MODIS,71,6.1,304.6,14.3
14.275,-90.731,322.4,1,1,2013-01-05,1927,Aqua,MODIS,48,6.1,305,8.2
14.009,-91.157,322,1,1,2013-01-05,1927,Aqua,MODIS,32,6.1,305.3,10.1
14.401,-90.493,321.3,1,1,2013-01-05,1927,Aqua,MODIS,72,6.1,302.9,12.6
14.122,-91.139,314.2,1,1,2013-01-05,1927,Aqua,MODIS,27,6.1,299.9,5
14.231,-91.153,318.1,1,1,2013-01-05,1927,Aqua,MODIS,36,6.1,302.4,6.8
14.735,-91.569,303,1.1,1.1,2013-01-06,0741,Aqua,MODIS,52,6.1,288.8,8.9
14.049,-91.019,332.2,2,1.4,2013-01-06,1706,Terra,MODIS,84,6.1,298.4,68.3
14.461,-90.883,319.4,2,1.4,2013-01-06,1706,Terra,MODIS,55,6.1,291.8,43.4
14.653,-92.009,325,1.7,1.3,2013-01-06,1706,Terra,MODIS,79,6.1,301.4,26.6
14.655,-92.024,330.7,1.7,1.3,2013-01-06,1706,Terra,MODIS,84,6.1,302.6,40.1
14.052,-91.037,344,2,1.4,2013-01-06,1706,Terra,MODIS,92,6.1,301.9,119.6
14.143,-91.396,330.6,1.9,1.3,2013-01-06,1706,Terra,MODIS,83,6.1,299.8,59.3
14.155,-91.394,326.3,1.9,1.3,2013-01-06,1706,Terra,MODIS,79,6.1,298.5,44.6
14.246,-90.928,313,2,1.4,2013-01-06,1706,Terra,MODIS,39,6.1,298.3,12.2
14.14,-91.379,314.3,1.9,1.3,2013-01-06,1706,Terra,MODIS,57,6.1,299.2,16.2
14.064,-91.035,327.7,2,1.4,2013-01-06,1706,Terra,MODIS,80,6.1,299.6,50.4
14.054,-91.03,336.3,2,1.4,2013-01-06,1706,Terra,MODIS,87,6.1,300.9,82.6
14.057,-91.048,319.2,2,1.4,2013-01-06,1706,Terra,MODIS,69,6.1,300.3,24.3
14.374,-91.241,313,3.9,1.8,2013-01-06,2010,Aqua,MODIS,56,6.1,295.9,35.2
14.199,-90.977,311.3,2.4,1.5,2013-01-07,0357,Terra,MODIS,82,6.1,291.7,36.4
14.203,-90.955,305.4,2.4,1.5,2013-01-07,0357,Terra,MODIS,64,6.1,291.6,21.9
14.002,-90.458,309.6,2.2,1.5,2013-01-07,0357,Terra,MODIS,78,6.1,292.1,27.9
14.204,-90.972,315.2,2.4,1.5,2013-01-07,0357,Terra,MODIS,91,6.1,291.7,47.7
14.004,-90.444,306.3,2.2,1.4,2013-01-07,0357,Terra,MODIS,53,6.1,292.4,18.9
14,-90.464,307.6,2.2,1.5,2013-01-07,0357,Terra,MODIS,70,6.1,292.1,21.8
14.465,-90.823,320.5,3.6,1.8,2013-01-07,0824,Aqua,MODIS,100,6.1,287.4,132
14.458,-90.818,311.1,3.6,1.8,2013-01-07,0824,Aqua,MODIS,82,6.1,287.9,79.3
14.483,-91.722,318,3.2,1.7,2013-01-07,1610,Terra,MODIS,68,6.1,297,40.4
14.138,-90.917,321.7,2.8,1.6,2013-01-07,1611,Terra,MODIS,72,6.1,299.7,50.4
14.197,-90.935,323.8,2.8,1.6,2013-01-07,1611,Terra,MODIS,75,6.1,298.1,61.8
14.014,-90.793,318.4,2.7,1.6,2013-01-07,1611,Terra,MODIS,53,6.1,299.7,31.9
14.06,-91.036,315.8,2.8,1.6,2013-01-07,1611,Terra,MODIS,39,6.1,299.6,27.8
14.063,-91.062,316,2.8,1.6,2013-01-07,1611,Terra,MODIS,46,6.1,298.3,29
14.005,-90.425,322.3,2.5,1.5,2013-01-07,1611,Terra,MODIS,69,6.1,302.5,32.5
14.148,-90.922,318.4,2.8,1.6,2013-01-07,1611,Terra,MODIS,66,6.1,299.4,36.6
14.061,-91.069,314.1,2.8,1.6,2013-01-07,1611,Terra,MODIS,45,6.1,298.3,24.9
13.999,-90.433,324.1,2.5,1.5,2013-01-07,1611,Terra,MODIS,73,6.1,303.8,38.1
13.928,-90.403,333.8,1.3,1.1,2013-01-07,1915,Aqua,MODIS,84,6.1,307.8,28.6
13.918,-90.401,327.2,1.3,1.1,2013-01-07,1915,Aqua,MODIS,50,6.1,307,17.8
13.886,-90.149,321.2,1.3,1.1,2013-01-07,1915,Aqua,MODIS,37,6.1,304.9,10.3
13.893,-90.361,322.6,1.3,1.1,2013-01-07,1915,Aqua,MODIS,71,6.1,307.3,14.7
14.539,-92.194,322.8,1.7,1.3,2013-01-07,1915,Aqua,MODIS,73,6.1,299.2,31.4
14.082,-91.473,350.1,1.5,1.2,2013-01-07,1915,Aqua,MODIS,95,6.1,301.7,101.4
14.193,-90.152,320.8,1.3,1.1,2013-01-07,1915,Aqua,MODIS,60,6.1,305.1,11.4
14.195,-90.14,344.5,1.3,1.1,2013-01-07,1915,Aqua,MODIS,92,6.1,306.7,58
13.995,-90.433,326.6,1.3,1.1,2013-01-07,1915,Aqua,MODIS,74,6.1,308.9,15.6
14.439,-91.823,319.6,1.6,1.2,2013-01-07,1915,Aqua,MODIS,73,6.1,301.6,12.6
14.079,-91.487,362.9,1.5,1.2,2013-01-07,1915,Aqua,MODIS,100,6.1,306.4,161.3
14.468,-91.435,320.4,1.5,1.2,2013-01-07,1915,Aqua,MODIS,67,6.1,301.3,16.1
14.318,-90.723,320.5,1.4,1.2,2013-01-07,1915,Aqua,MODIS,59,6.1,304.3,15.4
14.465,-90.894,325.7,1.4,1.2,2013-01-08,0440,Terra,MODIS,100,6.1,287.1,41.1
13.955,-90.914,307.2,1.4,1.2,2013-01-08,0440,Terra,MODIS,71,6.1,293.3,11
14.572,-91.184,302,1.3,1.1,2013-01-08,0440,Terra,MODIS,36,6.1,284.4,9.4
14.738,-91.56,300.5,1.3,1.1,2013-01-08,0440,Terra,MODIS,26,6.1,284.9,7.8
14.571,-91.195,308.6,1.3,1.1,2013-01-08,0440,Terra,MODIS,75,6.1,286.8,15.9
14.737,-91.57,322.6,1.3,1.1,2013-01-08,0440,Terra,MODIS,100,6.1,290.1,31.7
14.741,-91.561,310.1,1.8,1.3,2013-01-08,0729,Aqua,MODIS,79,6.1,287.2,27.8
14.49,-91.451,317.6,1.2,1.1,2013-01-08,1653,Terra,MODIS,28,6.1,302.2,9.5
14.531,-91.401,314.7,1.2,1.1,2013-01-08,1653,Terra,MODIS,60,6.1,299.1,7.1
14.463,-91.429,320.6,1.2,1.1,2013-01-08,1653,Terra,MODIS,71,6.1,300.9,13.8
14.348,-90.829,342.8,1.3,1.1,2013-01-08,1653,Terra,MODIS,91,6.1,300.9,57.4
14.461,-91.418,320.4,1.2,1.1,2013-01-08,1653,Terra,MODIS,71,6.1,299.4,13.6
14.416,-91.316,315.5,1.2,1.1,2013-01-08,1653,Terra,MODIS,54,6.1,300.7,8
14.232,-90.934,316.4,1.2,1.1,2013-01-08,1653,Terra,MODIS,47,6.1,301.8,8
14.417,-91.327,316,1.2,1.1,2013-01-08,1653,Terra,MODIS,50,6.1,301.7,8.9
14.147,-90.919,379.7,1.2,1.1,2013-01-08,1653,Terra,MODIS,100,6.1,306.8,195.9
14.151,-90.753,321.1,1.3,1.1,2013-01-08,1653,Terra,MODIS,58,6.1,303.4,9.6
14.176,-91.363,321.4,1.2,1.1,2013-01-08,1653,Terra,MODIS,51,6.1,306.8,13.6
14.146,-90.907,381.8,1.2,1.1,2013-01-08,1653,Terra,MODIS,100,6.1,306,208.5
14.092,-91.188,317.2,2.3,1.5,2013-01-08,1958,Aqua,MODIS,49,6.1,300.1,20.7
14.734,-91.584,300.8,4.6,2,2013-01-09,0345,Terra,MODIS,33,6.1,285.5,54.6
14.734,-91.578,301,4.6,2,2013-01-09,0345,Terra,MODIS,31,6.1,285.6,51.4
14.477,-90.85,314.9,2.1,1.4,2013-01-09,0811,Aqua,MODIS,90,6.1,281.1,44.6
14.201,-90.984,315.8,2.4,1.5,2013-01-09,1903,Aqua,MODIS,56,6.1,297.6,18.4
13.994,-91.17,319.4,2.5,1.5,2013-01-09,1903,Aqua,MODIS,68,6.1,300.3,33.4
14,-91.164,319.1,2.5,1.5,2013-01-09,1903,Aqua,MODIS,50,6.1,300.2,28.5
14.064,-91.049,306,1,1,2013-01-10,0427,Terra,MODIS,67,6.1,293.4,6.2
14.142,-91.405,307.5,1,1,2013-01-10,0427,Terra,MODIS,72,6.1,293.5,6.9
14.463,-90.891,327.8,1,1,2013-01-10,0427,Terra,MODIS,100,6.1,287.4,28.8
14.735,-91.576,301.2,1,1,2013-01-10,0428,Terra,MODIS,34,6.1,287.5,5.5
14.736,-91.567,333.6,1,1,2013-01-10,0428,Terra,MODIS,100,6.1,294.3,35.3
14.48,-91.881,303.8,1,1,2013-01-10,0428,Terra,MODIS,57,6.1,293.2,4.6
14.481,-91.872,312.2,1,1,2013-01-10,0428,Terra,MODIS,84,6.1,293.4,10.2
14.172,-90.814,321.4,1,1,2013-01-10,1641,Terra,MODIS,70,6.1,304.2,8.9
14.197,-90.978,320.1,1,1,2013-01-10,1641,Terra,MODIS,60,6.1,300.8,8.6
14.245,-90.927,322.7,1,1,2013-01-10,1641,Terra,MODIS,71,6.1,304.1,11.7
14.307,-91.227,320.4,1,1,2013-01-10,1641,Terra,MODIS,69,6.1,300.6,11.4
14.335,-91.045,321.2,1,1,2013-01-10,1641,Terra,MODIS,58,6.1,301.7,11.2
14.369,-91.024,317.6,1,1,2013-01-10,1641,Terra,MODIS,61,6.1,302.2,6.4
14.735,-91.571,325.1,1,1,2013-01-10,1641,Terra,MODIS,77,6.1,300.4,19.2
15.368,-90.672,309.4,1,1,2013-01-10,1641,Terra,MODIS,64,6.1,292,5.5
14.053,-90.754,333,1,1,2013-01-10,1641,Terra,MODIS,78,6.1,301.8,22.9
14.014,-90.432,326.6,1,1,2013-01-10,1641,Terra,MODIS,64,6.1,303.3,12.7
14.062,-90.753,328.1,1,1,2013-01-10,1641,Terra,MODIS,61,6.1,305.6,14.9
14.083,-91.02,321.7,1,1,2013-01-10,1641,Terra,MODIS,59,6.1,301.5,10.1
14.082,-91.011,327.6,1,1,2013-01-10,1641,Terra,MODIS,76,6.1,298.8,16.5
14.059,-90.759,326.6,1.4,1.2,2013-01-10,1946,Aqua,MODIS,63,6.1,305.5,16.5
14.733,-91.566,301.8,1.1,1.1,2013-01-11,0759,Aqua,MODIS,45,6.1,288.6,7.9
14.743,-91.565,323,1.1,1.1,2013-01-11,0759,Aqua,MODIS,100,6.1,287.7,28.4
14.547,-92.187,310.5,3.6,1.8,2013-01-11,1724,Terra,MODIS,37,6.1,296.2,27.9
14.54,-92.182,310.3,3.6,1.8,2013-01-11,1724,Terra,MODIS,33,6.1,296.5,26.5
14.21,-90.204,314.1,3.6,1.8,2013-01-11,1850,Aqua,MODIS,29,6.1,297.2,44.3
14.201,-90.201,315.3,3.6,1.8,2013-01-11,1850,Aqua,MODIS,33,6.1,299,45.9
14.736,-91.574,322.5,1.2,1.1,2013-01-12,0415,Terra,MODIS,100,6.1,289.5,30.3
14.738,-91.562,304.2,1.2,1.1,2013-01-12,0415,Terra,MODIS,54,6.1,286,10.7
14.29,-91.01,303.2,1.2,1.1,2013-01-12,0415,Terra,MODIS,54,6.1,292.7,5.5
14.292,-91,305.1,1.2,1.1,2013-01-12,0415,Terra,MODIS,63,6.1,292.7,6.9
13.989,-90.415,324,1.2,1.1,2013-01-12,1629,Terra,MODIS,58,6.1,302.4,10.4
13.999,-90.413,330.3,1.2,1.1,2013-01-12,1629,Terra,MODIS,81,6.1,302.3,19.7
14.406,-91.762,327.4,1.4,1.2,2013-01-12,1629,Terra,MODIS,78,6.1,298,24.4
14.408,-91.775,324.6,1.4,1.2,2013-01-12,1629,Terra,MODIS,74,6.1,299.6,19.1
14.412,-91.768,337.3,1.4,1.2,2013-01-12,1629,Terra,MODIS,87,6.1,299.1,48.4
14.701,-91.992,316.7,1.5,1.2,2013-01-12,1629,Terra,MODIS,64,6.1,298.6,10.5
14.703,-91.986,318,1.5,1.2,2013-01-12,1629,Terra,MODIS,68,6.1,298.5,11.8
14.147,-90.758,322,1.2,1.1,2013-01-12,1629,Terra,MODIS,58,6.1,302,8.5
14,-90.424,367.4,1.2,1.1,2013-01-12,1629,Terra,MODIS,100,6.1,304.9,121.6
14.33,-91.678,332.5,1.4,1.2,2013-01-12,1629,Terra,MODIS,83,6.1,298.7,38.1
14.175,-91.568,325.3,1.4,1.2,2013-01-12,1629,Terra,MODIS,74,6.1,300.3,18.1
14.012,-90.807,322.3,1.2,1.1,2013-01-12,1629,Terra,MODIS,64,6.1,301.2,12.8
14.057,-91.072,318.6,1.3,1.1,2013-01-12,1629,Terra,MODIS,56,6.1,301.4,10.7
13.971,-90.573,319.6,1.2,1.1,2013-01-12,1629,Terra,MODIS,48,6.1,297.8,9.8
13.968,-90.568,319.2,1.2,1.1,2013-01-12,1629,Terra,MODIS,60,6.1,298.4,10.7
14.084,-90.787,322.7,1,1,2013-01-12,1933,Aqua,MODIS,62,6.1,301.9,8.6
14.014,-90.894,334,1,1,2013-01-12,1933,Aqua,MODIS,84,6.1,301.4,24
13.996,-90.425,334.3,1,1,2013-01-12,1933,Aqua,MODIS,84,6.1,305.8,20.8
13.995,-90.434,328.2,1,1,2013-01-12,1933,Aqua,MODIS,77,6.1,306.8,12.8
14.228,-90.346,317,1,1,2013-01-12,1933,Aqua,MODIS,21,6.1,300.2,5.3
14.082,-90.796,321.4,1,1,2013-01-12,1933,Aqua,MODIS,52,6.1,302,7.4
14.292,-89.887,322.4,1.1,1,2013-01-12,1933,Aqua,MODIS,54,6.1,306.2,7.8
14.539,-92.188,317.3,1,1,2013-01-12,1933,Aqua,MODIS,67,6.1,299.9,8.7
14.159,-91.493,320.7,1,1,2013-01-12,1933,Aqua,MODIS,64,6.1,302.4,10.1
14.316,-91.75,322.3,1,1,2013-01-12,1933,Aqua,MODIS,63,6.1,302.6,8.1
15.425,-89.446,312.3,1.2,1.1,2013-01-12,1934,Aqua,MODIS,62,6.1,299.3,6.5
14.463,-90.886,319.7,1,1,2013-01-13,0747,Aqua,MODIS,99,6.1,283.8,20.2
14.178,-91.579,316.8,2.4,1.5,2013-01-13,1712,Terra,MODIS,66,6.1,297,21.4
13.941,-90.86,303.1,1.8,1.3,2013-01-14,0403,Terra,MODIS,53,6.1,292.3,9.9
13.938,-90.848,305,1.8,1.3,2013-01-14,0403,Terra,MODIS,62,6.1,292.4,12
14.08,-90.569,315.7,2,1.4,2013-01-14,1617,Terra,MODIS,58,6.1,297.8,17.7
14.082,-90.587,323.3,2,1.4,2013-01-14,1617,Terra,MODIS,74,6.1,297.2,37.1
14.246,-91.416,318.6,2.3,1.5,2013-01-14,1617,Terra,MODIS,65,6.1,297.5,32.6
14.732,-91.564,316.6,2.4,1.5,2013-01-14,1617,Terra,MODIS,66,6.1,296.1,45
13.94,-90.924,321,1.2,1.1,2013-01-14,1921,Aqua,MODIS,63,6.1,304.2,11.5
13.898,-90.214,324.8,1.1,1,2013-01-14,1921,Aqua,MODIS,70,6.1,301.3,14
14.855,-90.549,316.9,1.1,1,2013-01-14,1921,Aqua,MODIS,55,6.1,305,6.5
15.667,-88.323,315.9,1,1,2013-01-14,1921,Aqua,MODIS,65,6.1,297.7,8.6
14.305,-89.725,326.8,1,1,2013-01-14,1921,Aqua,MODIS,75,6.1,309.3,12.3
14.02,-91.279,317.6,1.2,1.1,2013-01-14,1921,Aqua,MODIS,54,6.1,301.4,8.4
14.166,-91.445,317.7,1.2,1.1,2013-01-14,1921,Aqua,MODIS,68,6.1,299.5,12
14.542,-90.54,321.2,1.1,1,2013-01-14,1921,Aqua,MODIS,47,6.1,306.1,8.4
14.164,-91.456,329.2,1.2,1.1,2013-01-14,1921,Aqua,MODIS,82,6.1,301.6,28.4
14.168,-91.452,326.8,1.2,1.1,2013-01-14,1921,Aqua,MODIS,80,6.1,301.7,23.9
15.384,-89.654,316.3,1,1,2013-01-14,1921,Aqua,MODIS,66,6.1,300.1,8
15.386,-89.644,321.9,1,1,2013-01-14,1921,Aqua,MODIS,77,6.1,301.4,12.6
15.321,-89.704,313.4,1,1,2013-01-14,1921,Aqua,MODIS,65,6.1,300.1,5.7
16.02,-90.087,311.8,1,1,2013-01-14,1921,Aqua,MODIS,63,6.1,299.6,5.5
15.666,-88.332,314,1,1,2013-01-14,1921,Aqua,MODIS,57,6.1,297.6,7.3
17.698,-90.646,342.4,1,1,2013-01-14,1922,Aqua,MODIS,92,6.1,302.4,44.4
17.7,-90.636,326.7,1,1,2013-01-14,1922,Aqua,MODIS,82,6.1,301.7,20
17.692,-90.625,314.4,1,1,2013-01-14,1922,Aqua,MODIS,55,6.1,299,8.5
15.999,-91.137,326.7,1.1,1.1,2013-01-14,1922,Aqua,MODIS,81,6.1,298.4,23.8
16.001,-91.126,316.8,1.1,1.1,2013-01-14,1922,Aqua,MODIS,69,6.1,297,11.7
16.035,-90.611,313.8,1.1,1,2013-01-14,1922,Aqua,MODIS,49,6.1,297.7,8.5
16.658,-89.25,331,1,1,2013-01-14,1922,Aqua,MODIS,85,6.1,301.6,24.8
16.66,-89.241,315.1,1,1,2013-01-14,1922,Aqua,MODIS,64,6.1,298.4,8.1
17.074,-90.313,316.7,1,1,2013-01-14,1922,Aqua,MODIS,72,6.1,300.1,7.8
17.065,-90.311,315.9,1,1,2013-01-14,1922,Aqua,MODIS,47,6.1,301.6,6.9
17.123,-90.794,314,1.1,1,2013-01-14,1922,Aqua,MODIS,43,6.1,300,7.1
14.739,-91.575,303.4,1.6,1.3,2013-01-15,0446,Terra,MODIS,55,6.1,284.6,16.5
14.741,-91.561,304.9,1.6,1.3,2013-01-15,0446,Terra,MODIS,62,6.1,283,18.8
14.741,-91.566,319.7,1.4,1.2,2013-01-15,0735,Aqua,MODIS,99,6.1,288.2,32.6
13.989,-91.056,308,1.3,1.1,2013-01-15,0735,Aqua,MODIS,73,6.1,293.3,11.2
13.987,-91.044,309.6,1.3,1.1,2013-01-15,0735,Aqua,MODIS,78,6.1,293.5,12.7
15.313,-91.255,307.1,1.4,1.2,2013-01-15,1659,Terra,MODIS,44,6.1,295.7,5.3
14.354,-91.662,319.1,1.4,1.2,2013-01-15,1700,Terra,MODIS,43,6.1,304.1,12
14.465,-91.65,318.9,1.4,1.2,2013-01-15,1700,Terra,MODIS,49,6.1,303.3,11.5
14.42,-91.761,319.8,1.4,1.2,2013-01-15,1700,Terra,MODIS,63,6.1,305.1,10.6
14.356,-91.674,327.3,1.4,1.2,2013-01-15,1700,Terra,MODIS,79,6.1,303.8,25.7
14.3,-91.638,336.7,1.4,1.2,2013-01-15,1700,Terra,MODIS,87,6.1,305.9,44.4
14.306,-91.631,323.8,1.4,1.2,2013-01-15,1700,Terra,MODIS,74,6.1,305,19.8
14.194,-90.982,318.1,1.6,1.2,2013-01-15,1700,Terra,MODIS,64,6.1,303.8,13.5
14.308,-91.643,332.3,1.4,1.2,2013-01-15,1700,Terra,MODIS,83,6.1,304.4,36.4
14.335,-91.678,324.5,1.4,1.2,2013-01-15,1700,Terra,MODIS,75,6.1,303.2,20.7
13.93,-90.847,323.8,1.6,1.2,2013-01-15,1700,Terra,MODIS,57,6.1,301.2,26.3
14.165,-91.441,315.9,1.4,1.2,2013-01-15,1700,Terra,MODIS,59,6.1,301.8,13.6
13.945,-90.386,334.6,1.7,1.3,2013-01-15,1700,Terra,MODIS,85,6.1,307.6,49.6
13.933,-90.861,346,1.6,1.2,2013-01-15,1700,Terra,MODIS,70,6.1,304.4,91.6
14.058,-90.788,322.6,1.6,1.2,2013-01-15,1700,Terra,MODIS,65,6.1,308.5,21.3
13.965,-90.573,320,1.7,1.3,2013-01-15,1700,Terra,MODIS,69,6.1,306.5,20.9
14.213,-90.345,318.1,3.5,1.8,2013-01-15,2004,Aqua,MODIS,55,6.1,298.6,57.7
14.22,-90.341,316.2,3.5,1.8,2013-01-15,2004,Aqua,MODIS,58,6.1,298.6,50.9
14.258,-90.808,316.8,3.2,1.7,2013-01-15,2004,Aqua,MODIS,56,6.1,299.4,27.6
14.473,-91.645,302.4,3.6,1.8,2013-01-16,0351,Terra,MODIS,49,6.1,290.8,27.1
14.457,-91.671,302.9,3.6,1.8,2013-01-16,0351,Terra,MODIS,52,6.1,290.9,31.1
14.733,-91.578,319.8,4.2,1.9,2013-01-16,1604,Terra,MODIS,71,6.1,294.4,126
14.375,-91.219,312.4,3.8,1.8,2013-01-16,1604,Terra,MODIS,59,6.1,296.6,39.9
14.428,-91.741,313.9,4.2,1.9,2013-01-16,1604,Terra,MODIS,63,6.1,297.4,37.2
14.478,-91.896,315.7,4.3,1.9,2013-01-16,1604,Terra,MODIS,67,6.1,296.9,57.1
14.476,-91.902,313.3,4.3,1.9,2013-01-16,1604,Terra,MODIS,58,6.1,296.7,39.8
14.024,-90.422,314.9,3.3,1.7,2013-01-16,1604,Terra,MODIS,50,6.1,296.9,25.6
15.67,-88.322,311.8,1.2,1.1,2013-01-16,1909,Aqua,MODIS,50,6.1,290.5,9
14.431,-91.762,320.9,2.1,1.4,2013-01-16,1909,Aqua,MODIS,73,6.1,303.4,21.2
14.464,-90.894,327.3,1.1,1.1,2013-01-17,0434,Terra,MODIS,100,6.1,284.7,34.1
14.731,-91.573,300,1.1,1,2013-01-17,0434,Terra,MODIS,5,6.1,287,5.5
14.741,-91.566,325.3,1.1,1,2013-01-17,0434,Terra,MODIS,100,6.1,287.8,28.4
14.74,-91.575,307.2,1.1,1,2013-01-17,0434,Terra,MODIS,66,6.1,284.5,10.7
14.744,-91.568,300.4,2.4,1.5,2013-01-17,0722,Aqua,MODIS,28,6.1,285,22.8
14.739,-91.562,303.9,2.4,1.5,2013-01-17,0722,Aqua,MODIS,57,6.1,285.4,29.9
