latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp
15.319,-89.936,324.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,42,6.1,304.2,13.2
15.267,-90.067,325.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,49,6.1,301.6,17
15.29,-89.998,325.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,302.5,17.2
15.272,-90.034,343.2,1.2,1.1,2015-05-05,1916,Aqua,MODIS,91,6.1,303,50.2
15.305,-89.901,326.4,1.2,1.1,2015-05-05,1916,Aqua,MODIS,53,6.1,307.3,17.8
15.263,-89.898,321.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,53,6.1,304,9.6
15.274,-90.022,327.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,71,6.1,303.3,20.3
15.526,-89.674,323.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,76,6.1,301.1,15.4
15.575,-89.316,329.6,1.1,1,2015-05-05,1916,Aqua,MODIS,82,6.1,299.4,24.5
15.51,-89.624,338.8,1.1,1.1,2015-05-05,1916,Aqua,MODIS,89,6.1,304.6,39.1
15.343,-90.632,319.6,1.3,1.1,2015-05-05,1916,Aqua,MODIS,18,6.1,304.6,11.1
15.577,-89.306,316.3,1.1,1,2015-05-05,1916,Aqua,MODIS,40,6.1,299.7,7.3
15.508,-89.634,340.6,1.1,1.1,2015-05-05,1916,Aqua,MODIS,90,6.1,305.4,42.9
15.519,-89.626,324.5,1.1,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,303.2,15.8
15.491,-89.492,317.9,1.1,1.1,2015-05-05,1916,Aqua,MODIS,56,6.1,298.3,10.9
15.449,-89.698,316.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,49,6.1,299.9,9.8
15.499,-89.695,314.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,49,6.1,300.4,8.4
15.314,-89.968,324.8,1.2,1.1,2015-05-05,1916,Aqua,MODIS,30,6.1,301.9,15.1
15.306,-90.539,344.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,87,6.1,298.7,65.7
15.278,-90.196,314.4,1.2,1.1,2015-05-05,1916,Aqua,MODIS,44,6.1,297.8,10.8
15.295,-90.089,320.9,1.2,1.1,2015-05-05,1916,Aqua,MODIS,43,6.1,301.4,11.4
15.458,-89.519,319,1.1,1.1,2015-05-05,1916,Aqua,MODIS,69,6.1,302.9,10.2
15.343,-89.85,317.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,36,6.1,301.1,9.5
15.527,-89.664,328.7,1.1,1.1,2015-05-05,1916,Aqua,MODIS,81,6.1,301.3,22.3
16.923,-90.885,338.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,88,6.1,304.9,47.2
15.485,-89.93,316.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,11,6.1,300.5,8.2
16.895,-90.73,320.3,1.3,1.1,2015-05-05,1916,Aqua,MODIS,68,6.1,305.7,9.5
15.599,-89.327,373,1.1,1,2015-05-05,1916,Aqua,MODIS,100,6.1,301.6,138
15.535,-89.675,315.6,1.1,1.1,2015-05-05,1916,Aqua,MODIS,33,6.1,300.9,6.5
15.6,-89.317,340.9,1.1,1,2015-05-05,1916,Aqua,MODIS,90,6.1,300.6,42.7
17.018,-89.948,342.1,1.1,1.1,2015-05-05,1916,Aqua,MODIS,90,6.1,309.5,39.4
15.594,-89.357,328.6,1.1,1,2015-05-05,1916,Aqua,MODIS,81,6.1,299,24.3
17.019,-89.938,325.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,70,6.1,306.1,10.1
17.035,-89.962,326.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,66,6.1,306.4,14.6
17.038,-89.941,328.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,63,6.1,306.6,15.6
16.951,-90.71,318.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,59,6.1,301.1,8.9
16.935,-90.743,322.6,1.3,1.1,2015-05-05,1916,Aqua,MODIS,72,6.1,303.9,12.8
16.921,-90.897,326,1.3,1.1,2015-05-05,1916,Aqua,MODIS,76,6.1,304.2,22.2
17.045,-90.494,321.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,36,6.1,303.6,8.5
16.989,-90.788,323.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,301.9,17.4
16.984,-90.823,324.8,1.3,1.1,2015-05-05,1916,Aqua,MODIS,75,6.1,304.4,19.3
15.85,-90.084,315,1.2,1.1,2015-05-05,1916,Aqua,MODIS,55,6.1,303,6.5
15.631,-90.495,323.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,77,6.1,299.5,18.4
15.596,-90.647,328.5,1.3,1.1,2015-05-05,1916,Aqua,MODIS,82,6.1,300.8,26.9
15.47,-90.149,322.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,301.2,16.4
15.512,-91.105,310,1.4,1.2,2015-05-05,1916,Aqua,MODIS,35,6.1,298,8.7
15.7,-90.055,313.2,1.2,1.1,2015-05-05,1916,Aqua,MODIS,57,6.1,299.8,5.9
15.655,-90.537,333,1.3,1.1,2015-05-05,1916,Aqua,MODIS,84,6.1,301.6,33.6
15.792,-90.513,327.5,1.3,1.1,2015-05-05,1916,Aqua,MODIS,80,6.1,297.7,26
15.662,-90.491,320.1,1.3,1.1,2015-05-05,1916,Aqua,MODIS,57,6.1,300.3,13.9
15.848,-90.095,324.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,77,6.1,302.5,18.5
15.6,-89.977,322.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,75,6.1,301.8,17.5
17.109,-90.173,326,1.2,1.1,2015-05-05,1916,Aqua,MODIS,67,6.1,306,16.9
15.817,-89.169,317.2,1.1,1,2015-05-05,1916,Aqua,MODIS,58,6.1,302.2,6.3
15.818,-89.159,323.2,1.1,1,2015-05-05,1916,Aqua,MODIS,75,6.1,302,13
15.806,-89.116,316.1,1.1,1,2015-05-05,1916,Aqua,MODIS,35,6.1,302.9,6.3
15.584,-90.597,320.5,1.3,1.1,2015-05-05,1916,Aqua,MODIS,24,6.1,298,12.8
15.596,-90.395,319.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,59,6.1,299.7,12.5
15.546,-90.644,315.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,64,6.1,300.1,11.6
15.701,-89.792,333,1.2,1.1,2015-05-05,1916,Aqua,MODIS,85,6.1,299.3,32.2
15.7,-89.802,316.2,1.2,1.1,2015-05-05,1916,Aqua,MODIS,65,6.1,297.8,9.3
15.755,-90.489,316.2,1.3,1.1,2015-05-05,1916,Aqua,MODIS,65,6.1,302.5,8.3
15.703,-90.493,323.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,70,6.1,302.9,16.3
15.661,-90.569,324.5,1.3,1.1,2015-05-05,1916,Aqua,MODIS,68,6.1,301.3,18.9
15.659,-90.58,326.6,1.3,1.1,2015-05-05,1916,Aqua,MODIS,80,6.1,300.4,22.8
15.827,-89.161,318.3,1.1,1,2015-05-05,1916,Aqua,MODIS,41,6.1,302.1,6.8
15.659,-90.574,332.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,85,6.1,301.1,34.1
15.755,-90.555,333.7,1.3,1.1,2015-05-05,1916,Aqua,MODIS,85,6.1,301.4,35.7
15.573,-91.172,315.1,1.4,1.2,2015-05-05,1916,Aqua,MODIS,63,6.1,296.2,18.3
15.653,-90.676,316.2,1.3,1.1,2015-05-05,1916,Aqua,MODIS,20,6.1,300.1,10.3
15.799,-90.014,314.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,61,6.1,302.1,7.3
15.724,-90.555,318.8,1.3,1.1,2015-05-05,1916,Aqua,MODIS,20,6.1,301.1,10.7
15.645,-90.859,315.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,63,6.1,300.7,11.2
15.699,-90.648,318.7,1.3,1.1,2015-05-05,1916,Aqua,MODIS,24,6.1,302.3,11.5
15.701,-90.636,316.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,36,6.1,301.6,9
15.735,-90.617,316.1,1.3,1.1,2015-05-05,1916,Aqua,MODIS,40,6.1,300.2,8.8
15.74,-90.582,323.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,71,6.1,301.4,18.2
15.733,-90.629,335.1,1.3,1.1,2015-05-05,1916,Aqua,MODIS,87,6.1,300.8,40.7
15.754,-90.561,330.7,1.3,1.1,2015-05-05,1916,Aqua,MODIS,83,6.1,299.9,28.9
15.756,-90.55,328.2,1.3,1.1,2015-05-05,1916,Aqua,MODIS,81,6.1,301.1,25.4
15.793,-90.308,323.5,1.2,1.1,2015-05-05,1916,Aqua,MODIS,72,6.1,303.3,16.4
15.712,-90.76,317.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,69,6.1,300,12.7
15.795,-90.303,321.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,59,6.1,303,12
15.731,-90.831,315.3,1.3,1.1,2015-05-05,1916,Aqua,MODIS,62,6.1,301,9.2
15.745,-91.202,327.9,1.4,1.2,2015-05-05,1916,Aqua,MODIS,81,6.1,300.7,32.4
15.628,-90.64,329.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,82,6.1,301.2,28
15.63,-90.628,335,1.3,1.1,2015-05-05,1916,Aqua,MODIS,87,6.1,301.4,39.1
15.842,-90.845,335,1.3,1.1,2015-05-05,1916,Aqua,MODIS,86,6.1,302.7,38.1
16.249,-89.301,331.8,1.1,1,2015-05-05,1916,Aqua,MODIS,82,6.1,301.2,25.4
15.747,-91.189,321.7,1.4,1.2,2015-05-05,1916,Aqua,MODIS,74,6.1,300.4,22.2
15.844,-90.833,332.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,76,6.1,303.7,32.6
15.378,-92.125,320.1,1.6,1.3,2015-05-05,1916,Aqua,MODIS,73,6.1,304.6,17
15.865,-90.701,314.6,1.3,1.1,2015-05-05,1916,Aqua,MODIS,42,6.1,302.6,7.9
15.645,-90.534,317.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,46,6.1,299.5,11.4
15.976,-90.001,322,1.2,1.1,2015-05-05,1916,Aqua,MODIS,73,6.1,303,12.3
15.831,-89.264,323.3,1.1,1,2015-05-05,1916,Aqua,MODIS,75,6.1,301.8,15.2
15.977,-89.99,322.9,1.2,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,304.5,13.5
15.836,-90.819,329.7,1.3,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,304.2,26.4
15.822,-90.841,321.1,1.3,1.1,2015-05-05,1916,Aqua,MODIS,71,6.1,301.6,14.4
16.25,-89.291,352.2,1.1,1,2015-05-05,1916,Aqua,MODIS,96,6.1,301,65.9
16.19,-90.269,317,1.2,1.1,2015-05-05,1916,Aqua,MODIS,57,6.1,303.8,7.8
15.888,-90.621,317.5,1.3,1.1,2015-05-05,1916,Aqua,MODIS,46,6.1,302.8,9.7
15.777,-90.864,315.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,53,6.1,302.3,7.2
16.065,-89.487,318.4,1.1,1.1,2015-05-05,1916,Aqua,MODIS,63,6.1,303,8.5
15.867,-90.751,321.4,1.3,1.1,2015-05-05,1916,Aqua,MODIS,65,6.1,303.5,13.3
15.869,-90.739,322.7,1.3,1.1,2015-05-05,1916,Aqua,MODIS,74,6.1,302.9,16.4
15.389,-92.127,318.1,1.6,1.3,2015-05-05,1916,Aqua,MODIS,54,6.1,305.4,11.8
16.043,-89.815,329.5,1.1,1.1,2015-05-05,1916,Aqua,MODIS,81,6.1,303,24.6
15.933,-90.979,318.3,1.3,1.1,2015-05-05,1916,Aqua,MODIS,64,6.1,302.1,12.3
15.895,-91.023,319.3,1.3,1.2,2015-05-05,1916,Aqua,MODIS,66,6.1,300.9,15.2
15.929,-90.556,326.9,1.3,1.1,2015-05-05,1916,Aqua,MODIS,79,6.1,303.2,23.3
16.021,-90.171,321.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,70,6.1,304.6,10.5
16.156,-89.238,318.2,1.1,1,2015-05-05,1916,Aqua,MODIS,51,6.1,297.1,9.4
15.966,-90.449,321,1.2,1.1,2015-05-05,1916,Aqua,MODIS,65,6.1,302,12.7
16.155,-89.248,327.7,1.1,1,2015-05-05,1916,Aqua,MODIS,78,6.1,298.1,20.1
16.092,-89.97,320.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,57,6.1,303.3,9.9
15.974,-91.043,317.6,1.3,1.2,2015-05-05,1916,Aqua,MODIS,61,6.1,301.4,12
16.186,-89.71,315.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,51,6.1,301.2,7.2
16.004,-90.923,315,1.3,1.1,2015-05-05,1916,Aqua,MODIS,47,6.1,301.9,7.3
16.561,-89.607,332.5,1.1,1.1,2015-05-05,1916,Aqua,MODIS,84,6.1,304.3,27.9
16.456,-89.936,367.7,1.2,1.1,2015-05-05,1916,Aqua,MODIS,100,6.1,302,122
16.533,-89.438,320.4,1.1,1,2015-05-05,1916,Aqua,MODIS,64,6.1,299.9,11
16.531,-89.448,319.3,1.1,1,2015-05-05,1916,Aqua,MODIS,59,6.1,301.1,9.7
16.487,-90.079,320.9,1.2,1.1,2015-05-05,1916,Aqua,MODIS,44,6.1,305.7,12.3
16.454,-89.946,321.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,71,6.1,300.7,11.7
16.541,-89.677,317.9,1.1,1.1,2015-05-05,1916,Aqua,MODIS,51,6.1,300.4,9.8
16.571,-89.434,323.1,1.1,1,2015-05-05,1916,Aqua,MODIS,69,6.1,300.5,16.7
16.673,-90.452,322,1.2,1.1,2015-05-05,1916,Aqua,MODIS,68,6.1,305.3,10.8
16.689,-89.75,322.3,1.1,1.1,2015-05-05,1916,Aqua,MODIS,46,6.1,304.5,10.4
16.696,-89.762,322.2,1.1,1.1,2015-05-05,1916,Aqua,MODIS,48,6.1,303.4,11.1
16.687,-89.76,350.7,1.1,1.1,2015-05-05,1916,Aqua,MODIS,95,6.1,306.7,63.1
16.735,-89.926,351.4,1.1,1.1,2015-05-05,1916,Aqua,MODIS,96,6.1,303.2,66.8
16.737,-89.915,359.8,1.1,1.1,2015-05-05,1916,Aqua,MODIS,99,6.1,305.3,91.8
16.612,-90.581,320.7,1.2,1.1,2015-05-05,1916,Aqua,MODIS,70,6.1,304.1,11.4
16.95,-90.067,326.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,66,6.1,306.4,15.6
16.952,-90.057,360.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,100,6.1,310.4,94.3
16.782,-90.214,320.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,70,6.1,303.9,9.4
16.812,-90.361,335.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,86,6.1,306.2,31
16.814,-90.35,351.8,1.2,1.1,2015-05-05,1916,Aqua,MODIS,96,6.1,306.8,70.1
16.823,-90.352,327.9,1.2,1.1,2015-05-05,1916,Aqua,MODIS,78,6.1,305.3,18.7
17.009,-89.467,326.1,1.1,1,2015-05-05,1916,Aqua,MODIS,70,6.1,304.6,14.8
16.862,-90.484,338.8,1.2,1.1,2015-05-05,1916,Aqua,MODIS,88,6.1,301.1,41.5
17.02,-89.458,323.4,1.1,1,2015-05-05,1916,Aqua,MODIS,70,6.1,302.3,11.4
17.059,-89.26,322.2,1.1,1,2015-05-05,1916,Aqua,MODIS,47,6.1,299.4,11.7
15.548,-90.633,316.1,1.3,1.1,2015-05-05,1916,Aqua,MODIS,65,6.1,300,11.4
14.995,-89.309,327.7,1.1,1.1,2015-05-05,1916,Aqua,MODIS,76,6.1,305.4,19.5
14.996,-89.299,321.8,1.1,1.1,2015-05-05,1916,Aqua,MODIS,63,6.1,303.4,11.8
14.77,-89.197,321.9,1.1,1.1,2015-05-05,1916,Aqua,MODIS,38,6.1,305.6,9.1
14.173,-91.098,320,1.5,1.2,2015-05-05,1916,Aqua,MODIS,55,6.1,301.3,14.6
14.067,-90.979,320.7,1.4,1.2,2015-05-05,1916,Aqua,MODIS,37,6.1,302.5,12.3
14.079,-91.103,318.6,1.5,1.2,2015-05-05,1916,Aqua,MODIS,28,6.1,297.4,12.4
14.658,-89.761,323.3,1.2,1.1,2015-05-05,1916,Aqua,MODIS,26,6.1,306.4,9.2
14.228,-91.556,319.5,1.6,1.2,2015-05-05,1916,Aqua,MODIS,52,6.1,300.8,22.7
14.88,-89.263,325.2,1.1,1.1,2015-05-05,1916,Aqua,MODIS,55,6.1,306.7,13
15.648,-89.798,330.6,1.2,1.1,2015-05-05,1916,Aqua,MODIS,83,6.1,299.5,30.1
15.465,-90.962,321.9,1.4,1.2,2015-05-05,1916,Aqua,MODIS,75,6.1,299.3,21.7
15.646,-89.808,314.1,1.2,1.1,2015-05-05,1916,Aqua,MODIS,43,6.1,298,8.7
15.721,-89.511,313,1.1,1.1,2015-05-05,1916,Aqua,MODIS,53,6.1,298.7,5.9
17.263,-90.678,328.9,1.2,1.1,2015-05-05,1917,Aqua,MODIS,80,6.1,306.8,19.6
17.158,-90.89,335.1,1.3,1.1,2015-05-05,1917,Aqua,MODIS,85,6.1,305.4,34.3
17.156,-90.902,320.1,1.3,1.1,2015-05-05,1917,Aqua,MODIS,51,6.1,303.6,9.1
17.042,-90.839,318.3,1.3,1.1,2015-05-05,1917,Aqua,MODIS,59,6.1,301.3,9
17.127,-90.242,328.5,1.2,1.1,2015-05-05,1917,Aqua,MODIS,79,6.1,303.4,19.7
17.129,-90.232,337.7,1.2,1.1,2015-05-05,1917,Aqua,MODIS,87,6.1,303.3,35.8
17.041,-90.72,322.6,1.2,1.1,2015-05-05,1917,Aqua,MODIS,65,6.1,303.4,13
17.117,-90.241,320.4,1.2,1.1,2015-05-05,1917,Aqua,MODIS,67,6.1,304.9,9.3
17.043,-90.708,319.8,1.2,1.1,2015-05-05,1917,Aqua,MODIS,28,6.1,303,8.5
17.09,-90.67,333.7,1.2,1.1,2015-05-05,1917,Aqua,MODIS,84,6.1,306.1,28.4
17.113,-90.523,325.4,1.2,1.1,2015-05-05,1917,Aqua,MODIS,64,6.1,307.9,10.4
17.111,-90.534,328,1.2,1.1,2015-05-05,1917,Aqua,MODIS,79,6.1,307.3,14.7
17.199,-89.97,336.1,1.1,1.1,2015-05-05,1917,Aqua,MODIS,86,6.1,303.7,30.2
17.101,-90.532,329.7,1.2,1.1,2015-05-05,1917,Aqua,MODIS,80,6.1,308.4,17.6
17.17,-90.749,325.8,1.2,1.1,2015-05-05,1917,Aqua,MODIS,77,6.1,306.4,14
17.278,-90.055,328.1,1.1,1.1,2015-05-05,1917,Aqua,MODIS,74,6.1,300,21.9
17.106,-90.833,319.6,1.3,1.1,2015-05-05,1917,Aqua,MODIS,58,6.1,302.1,8.5
17.557,-90.83,324.4,1.2,1.1,2015-05-05,1917,Aqua,MODIS,57,6.1,307.7,12
17.362,-90.042,326.7,1.1,1.1,2015-05-05,1917,Aqua,MODIS,71,6.1,306,18.8
17.361,-90.053,324,1.1,1.1,2015-05-05,1917,Aqua,MODIS,61,6.1,302.5,14.7
17.296,-90.217,328.5,1.2,1.1,2015-05-05,1917,Aqua,MODIS,72,6.1,305.7,22.1
17.325,-90.556,328.6,1.2,1.1,2015-05-05,1917,Aqua,MODIS,55,6.1,309.5,13.4
17.346,-90.675,330.2,1.2,1.1,2015-05-05,1917,Aqua,MODIS,51,6.1,310,11.7
17.249,-91.212,338.5,1.3,1.1,2015-05-05,1917,Aqua,MODIS,88,6.1,299.2,51.9
17.334,-90.685,331,1.2,1.1,2015-05-05,1917,Aqua,MODIS,70,6.1,311.6,16
17.342,-90.639,329.8,1.2,1.1,2015-05-05,1917,Aqua,MODIS,75,6.1,310.9,11.3
17.588,-90.7,422.1,1.2,1.1,2015-05-05,1917,Aqua,MODIS,100,6.1,310.8,537.3
17.684,-90.602,336.3,1.2,1.1,2015-05-05,1917,Aqua,MODIS,85,6.1,306.3,33.2
17.682,-90.613,332.9,1.2,1.1,2015-05-05,1917,Aqua,MODIS,53,6.1,308,28
17.686,-90.609,331.1,1.2,1.1,2015-05-05,1917,Aqua,MODIS,58,6.1,306.7,22
17.745,-90.426,324.6,1.2,1.1,2015-05-05,1917,Aqua,MODIS,70,6.1,307.6,14.6
17.123,-90.789,326.3,1.3,1.1,2015-05-05,1917,Aqua,MODIS,77,6.1,304.1,16.1
17.266,-89.944,325,1.1,1.1,2015-05-05,1917,Aqua,MODIS,75,6.1,303.5,15.8
17.321,-90.56,333,1.2,1.1,2015-05-05,1917,Aqua,MODIS,68,6.1,309.9,19.2
17.373,-90.827,326,1.2,1.1,2015-05-05,1917,Aqua,MODIS,72,6.1,305.9,15.4
17.373,-90.821,326.9,1.2,1.1,2015-05-05,1917,Aqua,MODIS,70,6.1,305.6,16.8
17.383,-90.829,355.1,1.2,1.1,2015-05-05,1917,Aqua,MODIS,97,6.1,308.1,84.1
17.483,-90.452,338.3,1.2,1.1,2015-05-05,1917,Aqua,MODIS,88,6.1,300.6,38.1
17.401,-90.903,323,1.3,1.1,2015-05-05,1917,Aqua,MODIS,36,6.1,304.6,10.6
17.481,-90.463,395.8,1.2,1.1,2015-05-05,1917,Aqua,MODIS,100,6.1,310.6,280.5
14.898,-90.301,313.6,1.6,1.2,2015-05-06,0440,Terra,MODIS,87,6.1,293.6,20.2
14.901,-90.293,327.2,1.6,1.2,2015-05-06,0440,Terra,MODIS,100,6.1,293.6,46.7
14.9,-90.287,313.9,1.6,1.2,2015-05-06,0440,Terra,MODIS,88,6.1,293.1,20.7
14.899,-90.306,305.6,1.6,1.2,2015-05-06,0440,Terra,MODIS,65,6.1,293.5,10.4
14.908,-90.291,313.1,1.5,1.2,2015-05-06,0729,Aqua,MODIS,86,6.1,290.5,20.7
16.894,-90.747,348,1.2,1.1,2015-05-06,1653,Terra,MODIS,94,6.1,304.6,60
16.755,-90.011,322.1,1.3,1.1,2015-05-06,1653,Terra,MODIS,33,6.1,304.8,13.3
17.048,-89.672,319.4,1.3,1.1,2015-05-06,1653,Terra,MODIS,64,6.1,303.5,9.6
17.086,-89.965,339.8,1.3,1.1,2015-05-06,1653,Terra,MODIS,89,6.1,302.1,47.4
17.088,-89.977,345.3,1.3,1.1,2015-05-06,1653,Terra,MODIS,92,6.1,303.7,62.5
17.056,-89.847,324.1,1.3,1.1,2015-05-06,1653,Terra,MODIS,60,6.1,304.3,15.6
17.252,-91.109,317.3,1.1,1.1,2015-05-06,1653,Terra,MODIS,45,6.1,300.4,9.4
17.032,-89.944,349.7,1.3,1.1,2015-05-06,1653,Terra,MODIS,95,6.1,305.8,72.4
17.03,-89.932,340.3,1.3,1.1,2015-05-06,1653,Terra,MODIS,89,6.1,306,46.2
17.196,-90.843,322.7,1.2,1.1,2015-05-06,1653,Terra,MODIS,66,6.1,305.5,11.2
17.106,-90.466,329.5,1.2,1.1,2015-05-06,1653,Terra,MODIS,80,6.1,308.2,18.1
17.108,-90.477,337.3,1.2,1.1,2015-05-06,1653,Terra,MODIS,87,6.1,306.5,32.8
17.022,-89.946,335.5,1.3,1.1,2015-05-06,1653,Terra,MODIS,86,6.1,307.4,35.8
17.079,-90.296,319.8,1.2,1.1,2015-05-06,1653,Terra,MODIS,66,6.1,303.7,8.8
17.09,-90.364,328.4,1.2,1.1,2015-05-06,1653,Terra,MODIS,79,6.1,305.8,19.6
16.938,-89.438,316.8,1.4,1.2,2015-05-06,1653,Terra,MODIS,31,6.1,299.9,7.6
17.02,-89.934,326.1,1.3,1.1,2015-05-06,1653,Terra,MODIS,76,6.1,304.8,17.3
17.128,-90.666,321.7,1.2,1.1,2015-05-06,1653,Terra,MODIS,69,6.1,304.4,9.5
17.112,-90.567,322.8,1.2,1.1,2015-05-06,1653,Terra,MODIS,71,6.1,305.5,9.1
17.081,-90.436,330.6,1.2,1.1,2015-05-06,1653,Terra,MODIS,81,6.1,305.3,20.8
17.241,-91.441,318.9,1.1,1,2015-05-06,1653,Terra,MODIS,49,6.1,300.8,9.9
17.083,-90.447,325.8,1.2,1.1,2015-05-06,1653,Terra,MODIS,74,6.1,304.8,13.4
17.24,-91.431,320.3,1.1,1,2015-05-06,1653,Terra,MODIS,66,6.1,300.1,12.4
17.06,-90.428,327.4,1.2,1.1,2015-05-06,1653,Terra,MODIS,78,6.1,305.9,16.8
16.871,-89.842,317.2,1.3,1.1,2015-05-06,1653,Terra,MODIS,55,6.1,303.1,9.2
16.757,-90.023,333.6,1.3,1.1,2015-05-06,1653,Terra,MODIS,84,6.1,303.2,33.9
17.037,-90.61,317.8,1.2,1.1,2015-05-06,1653,Terra,MODIS,61,6.1,301.3,6.1
16.91,-89.651,317.2,1.4,1.2,2015-05-06,1653,Terra,MODIS,43,6.1,302.1,7.8
16.937,-89.811,317.2,1.3,1.1,2015-05-06,1653,Terra,MODIS,44,6.1,302,7.5
16.939,-89.823,321.4,1.3,1.1,2015-05-06,1653,Terra,MODIS,69,6.1,302.9,14.8
16.993,-90.145,318.4,1.3,1.1,2015-05-06,1653,Terra,MODIS,53,6.1,303.5,6.2
17.012,-90.267,324.7,1.2,1.1,2015-05-06,1653,Terra,MODIS,54,6.1,304.2,14.7
17.014,-90.278,323,1.2,1.1,2015-05-06,1653,Terra,MODIS,38,6.1,303.2,11.9
16.879,-89.638,316.2,1.4,1.2,2015-05-06,1653,Terra,MODIS,48,6.1,301.6,9.5
16.889,-90.012,335.7,1.3,1.1,2015-05-06,1653,Terra,MODIS,86,6.1,307.6,33.9
16.867,-89.755,336.5,1.3,1.1,2015-05-06,1653,Terra,MODIS,86,6.1,304.1,40.1
16.869,-89.767,325,1.3,1.1,2015-05-06,1653,Terra,MODIS,75,6.1,305.4,17.5
16.891,-90.024,326.2,1.3,1.1,2015-05-06,1653,Terra,MODIS,62,6.1,304.3,15.6
16.879,-90.014,322.8,1.3,1.1,2015-05-06,1653,Terra,MODIS,58,6.1,303.4,11.4
16.754,-89.275,317.9,1.4,1.2,2015-05-06,1653,Terra,MODIS,54,6.1,301.7,10.6
16.738,-89.181,316.4,1.5,1.2,2015-05-06,1653,Terra,MODIS,44,6.1,299.4,12.9
16.76,-89.279,319.3,1.4,1.2,2015-05-06,1653,Terra,MODIS,56,6.1,300.9,12.4
16.745,-89.186,323,1.5,1.2,2015-05-06,1653,Terra,MODIS,72,6.1,296.6,23.7
16.88,-90.02,321.1,1.3,1.1,2015-05-06,1653,Terra,MODIS,53,6.1,302.9,9.6
16.862,-89.974,328,1.3,1.1,2015-05-06,1653,Terra,MODIS,79,6.1,305.5,22.4
16.831,-89.843,324.8,1.3,1.1,2015-05-06,1653,Terra,MODIS,75,6.1,304.9,16.4
16.827,-90.138,318.8,1.3,1.1,2015-05-06,1653,Terra,MODIS,65,6.1,305.1,9.4
16.935,-90.801,325.1,1.2,1.1,2015-05-06,1653,Terra,MODIS,75,6.1,303,16.9
16.757,-89.587,334.3,1.4,1.2,2015-05-06,1653,Terra,MODIS,85,6.1,304.1,39.1
16.798,-89.836,321.3,1.3,1.1,2015-05-06,1653,Terra,MODIS,27,6.1,305.2,9
16.95,-90.709,321.2,1.2,1.1,2015-05-06,1653,Terra,MODIS,69,6.1,302.8,12.4
16.834,-90.052,320.8,1.3,1.1,2015-05-06,1653,Terra,MODIS,46,6.1,306,11.3
16.858,-90.265,317,1.2,1.1,2015-05-06,1653,Terra,MODIS,52,6.1,302.8,5.8
16.86,-90.276,320.4,1.2,1.1,2015-05-06,1653,Terra,MODIS,68,6.1,303,9.9
16.938,-90.756,319.7,1.2,1.1,2015-05-06,1653,Terra,MODIS,66,6.1,304.4,9.2
